# AUTO-GENERATED by scripts/velocity-export.js — do not edit directly. Source: ~/.lccjs/lccjs.db
id,ticket,title,role,h_min,c_min,actual_min,delta_h_min,delta_c_min,started_iso,finished_iso,closed_commit,notes,agent,model,repo
1096,1214,bug(build): site-curation.spec.js red — 'ignore' devDep declared but not installed (npm install / lockfile stale),REVIEW,10,5,8,,,,,,"issue-review-skill pass on #1214. Verdict NEEDS WORK: prose scores 15/15 but bug does not reproduce (ignore@7.0.5 installed, suite 3/3 green, lockfile pins ignore in commit 2bb0dd8). Stated root cause (stale/uncommitted lockfile) disproven by git. Recommend close-as-resolved or re-scope to a regression-guard ticket.",GRAPE,opus-4.8,lccjs
1097,1099,feat(toolchain): --explain content — directive + structural errors,REVIEW,15,10,11,,,,,,"issue-review-skill pass on #1099 (--explain directive+structural content). Verdict READY 14/15; infra #1096/#1097/#1098 closed, explanations.js + explain.unit.spec.js pattern established, all cited error strings verified. Non-blocking: line drift ~8, Bad-operand-label has 3 sites, key set not enumerated.",BANANA,opus-4.8,lccjs
1098,1223,"issue-review pass on #1223 (readiness assessment, not the ticket work)",PM,20,8,9,11,-1,2026-06-13T23:20:00-1000,2026-06-13T23:28:33-1000,,issue-review-skill verdict NEEDS WORK (12/15). Verified all 8 listed artifacts exist + 6 linked issues. Flagged corpus-boundary ambiguity and linker-framing mismatch. Review only; did not edit/post to GH.,FIG,opus-4.8,lccjs
1099,1077,test(skills): verify next-best-action Hermes skill end-to-end,REVIEW,10,5,12,,,,,,"issue-review-skill pass on #1077 (next-best-action Hermes verify); verdict NEEDS WORK 11/15; flagged runtime mismatch (needs Hermes session, not Claude Code), wrong area:toolchain label, Q1-Q5 count stale (skill has Q1-Q6; Hermes draft dropped Q6)",DRAGONFRUIT,opus-4.8,lccjs
1100,1086,issue-review readiness pass on #1086 (Gap B stdin-cursor),PM,15,6,,,,,2026-06-13T23:34:40-1000,,Review-only assessment (no code). Verdict BLOCK: ticket refuted+superseded by #1129 (blocked on #1043). Recommend close #1086 as superseded. start not reliably captured (post-orchestration human gap) -> actual/deltas left NULL per inter-turn-gap convention.,APPLE,opus-4.8,lccjs
1101,1114,issue-review: fenced spec reader ticket quality assessment,PM,15,6,5,10,1,2026-06-13T23:31:00-1000,2026-06-13T23:35:54-1000,,"issue-review-skill verdict NEEDS WORK 12/15; found baseDir/signature contradiction vs shipped #1090 loadTestSpec + unnamed target file; no repo change, review-only",CHERRY,opus-4.8,lccjs
1102,1099,feat(toolchain): --explain content — directive + structural errors,DEV,40,20,22,,,,,,"--explain content for directive+structural errors. 4 keys (ORG_DIRECTIVE, BAD_OPERAND_LABEL, INVALID_OPERATION, PROGRAM_TOO_BIG) added to explanations.js; keys attached at 8 throw sites in assembler.js (3 Bad-operand sites, 2 .org, 2 Invalid-operation, 1 Program-too-big); INVALID_OPERATION composes with suggestClosest. 19 new tests in explain.unit.spec.js, all green. Closed 07ac31d.",BANANA,opus-4.8,lccjs
1103,1223,index the 8 broad codebase-review artifacts (corpus index + un-ticketed gaps),RESEARCH,60,25,6,54,19,2026-06-13T23:51:57-1000,2026-06-13T23:57:31-1000,,"Per-doc status + gaps for the 8 docs. Found DDD dup (lccjs-ddd-analysis == 849-ddd-analysis), 3/8 untracked on main (only #1056 covers one), P0/P1 bugs-audit findings only batch-tracked by #1180.",FIG,opus-4.8,lccjs
1104,1236,test(velocity): make #314-2 model-backfill assertion report-only (per #1215 ruling),DEV,15,10,9,,,,,,"Made #314-2 model-backfill assertion report-only per #1215 ruling (option 1). console.warn id>=126 rows missing model, non-failing assertion mirroring the #1184 canonical-format block. No CSV/velocity-log.js change. Full suite green 1704.",BANANA,opus-4.8,lccjs
1105,1180,graduate claude-bugs-audit P0/P1 into bug tickets (#1237/#1238) + #1180 link,PM,20,8,6,14,2,2026-06-14T00:16:01-1000,2026-06-14T00:21:39-1000,,"Filed #1237 (P0 div/rem, verify-first) + #1238 (P1 listingLoadPoint reset), linked from #1180. Commit-tracking follow-ups moot: deep-code-review owned by #1056, claude-bugs-audit by #1180 acceptance, 849-ddd was tracked (index erred).",FIG,opus-4.8,lccjs
1106,1239,dedupe duplicated DDD-analysis pair + fix corpus-index tracking/dedup notes,PM,20,7,5,15,2,2026-06-14T00:16:01-1000,2026-06-14T00:21:39-1000,,"git rm 849-ddd-analysis dup (kept canonical lccjs-ddd-analysis.md, folded provenance); corrected 1223 corpus index (3->2 untracked, dedup noted, P0/P1 graduation cross-refs).",FIG,opus-4.8,lccjs
1107,1233,chore(pm): split #1102 into assembler-error vs interpreter-runtime explainKey halves,PM,10,5,,,,,2026-06-14T10:26:51Z,,"Drift re-review after #1005 landed; consulted yegor-pm (microtask+PDD). Closed #1233 as superseded — 30m parent #1102 is under cap, blocked runtime half should be a PDD puzzle not an upfront split. Added implementer PDD-path note to #1102. No repo files changed.",ELDERBERRY,opus-4.8,lccjs
1108,1114,fenced spec reader loadFencedSpec seam,DEV,60,30,11,49,19,2026-06-14T00:19:44-1000,2026-06-14T00:29:48-1000,,"bespoke-fenced parser in specLoader.js, TDD, 19 unit tests; mirrors loadTestSpec(text,baseDir); CLI wiring deferred to #1240",CHERRY,opus-4.8,lccjs
1109,1240,wire loadFencedSpec into CLI --test (content-sniff),DEV,30,15,6,24,9,2026-06-14T00:36:03-1000,2026-06-14T00:40:07-1000,,content-sniff dispatch in LCC.loadSpec; 5 integration tests incl real lcc --test e2e; help text updated,CHERRY,opus-4.8,lccjs
1110,1100,feat(toolchain): --explain content — runtime/interpreter errors,DEV,45,25,27,,,,,,"--explain content for runtime/interpreter errors. 4 keys (DIV_BY_ZERO, TRAP_VECTOR_RANGE, UNKNOWN_OPCODE, EOF_ON_STDIN) added to explanations.js; explainKey attached on 9 InterpreterRuntimeError sites; renders via cliExit seam. 28 new tests in explain.unit.spec.js exercising the real runtime-error path (executeBuffer) + cliExit render; .word injection for trap-vector/ext-opcode, stdin-reader stub for EOF. Full suite green 1751.",BANANA,opus-4.8,lccjs
1111,1241,"TIL 2026-06-14 CHERRY — review against shipped code, stale-base reds",WRITER,15,12,11,4,1,2026-06-14T00:49:49-1000,2026-06-14T00:53:00-1000,,4-lesson session retrospective; authority path for stale-base lesson filed as #1242,CHERRY,opus-4.8,lccjs
1112,1243,bug(process): f-a-o co-schedules dependency-coupled work — grooming tickets drift mid-execution as siblings close their referenced deps,PM,15,10,,,,,2026-06-14T10:56:34Z,,Filed #1243 (dependency-coupled f-a-o overlap → mid-execution content drift) after searching all issues: found existing open #1134 + tracker #1211 cluster. Augmented #1134 with this session's 3-drift evidence + new mechanism; filed focused severity:high child #1243 broken out for urgency; linked into #1211 Wave 4. No repo files changed.,ELDERBERRY,opus-4.8,lccjs
1113,1101,feat(toolchain): --explain content — linker + file-format errors,DEV,40,20,24,,,,,,"--explain content for linker + file-format errors (final batch, completes epic #1042). 5 keys (NOT_LINKABLE, BAD_OBJECT_HEADER, MULTIPLE_ENTRY, NOT_LCC_FORMAT, BAD_EXE_HEADER); explainKey attached at linker.js (7 sites incl readObjectModule catch forwarding) + interpreter.js format (6 sites). UNDEFINED_EXTERN referenced not re-authored. Tests: #1101 blocks in linker.integration.spec.js + explain.unit.spec.js, crafted buffers. Full suite green 1789.",BANANA,opus-4.8,lccjs
1114,1244,TIL 2026-06-14 ELDERBERRY — grooming a moving target; yegor PDD-over-split; augment dont duplicate,WRITER,15,10,4,11,6,2026-06-14T00:58:32-1000,2026-06-14T01:01:33-1000,,,ELDERBERRY,opus-4.8,lccjs
1115,1247,fix(interpreter): make file-load --explain content reachable via the CLI (per #1245),DEV,25,15,18,,,,,,Surface file-load --explain via CLI (impl of #1245 decision B). loadExecutableFile: pass NOT_LCC_FORMAT at the signature-scan cliErrorExit; forward error.explainKey in the loadExecutableBuffer catch. Documented the unreachable Unknown-opcode guard (#1245 decision A). #1247 test block in explain.unit.spec.js (real temp files via loadExecutableFile). Verified end-to-end on CLI. Wording unchanged (parity left separate). Full suite green 1793.,BANANA,opus-4.8,lccjs
1116,1249,SPIKE: scope Gherkin/BDD .feature coverage for the toolchain's user-facing behaviors,SPIKE,60,20,22,,,,,,"SPIKE: scope Gherkin/BDD for toolchain user-facing behaviors. Verified: 0 .feature files, 100% Jest (90 specs/277 describe/1440 test), runtime deps={} so BDD is a dev-dep (constraint OK), e2e specs already cover behavior via spawnSync+assert. Conclusion: coverage ROI low, docs/pedagogy ROI moderate; adopt-vs-dont is a maintainer decision. Posted full scope on #1249, filed decision #1250 (recommend jest-cucumber bounded pilot). No production code.",BANANA,opus-4.8,lccjs
1117,1251,SPIKE: version-controlled dist/ noisy diffs,SPIKE,30,8,3,27,5,2026-06-14T02:16:05-1000,2026-06-14T02:18:50-1000,,"Scoped #1251; refuted gitignore premise (dist is consumer-facing via reveal-md/code-block guides, not on npm); decomposed into #1254 (.gitattributes), deferred relocation as low ROI (~0.6% of commits touch src/browser).",apple,opus-4.8,lccjs
1118,1134,"scope re-assessment of #1134 — facet→owner map, filed residual #1253",SPIKE,30,10,,,,,,,"Scope-decomposition spike per tracker #1211 Wave 4: mapped 5 facets to owners (#1145/#1115, #630/#1048, #1145, #1243), filed residual child #1253 (facet 2 = filing-time dedup), posted re-scope comment + non-destructive banner on #1134. Multi-turn session w/ human-idle gaps → actual_min/timestamps omitted; c_min set retroactively. error self-audit: 1 row logged (#130 TOOL_DENIED, behavioral overstep on #1211); plus this velocity:log retried with --from-main (no worktree, PM row).",FIG,opus-4.8,lccjs
1119,1254,.gitattributes: keep dist/ bundles out of diffs,DEV,20,5,2,18,3,2026-06-14T02:21:49-1000,2026-06-14T02:23:16-1000,,Added dist/** -diff linguist-generated=true to .gitattributes; verified via git check-attr + binary-diff render test. dist/ stays committed (consumer-facing).,apple,opus-4.8,lccjs
1120,1252,test(jest): jest-cucumber tracer bullet — assemble-and-run.feature (per #1250),DEV,45,30,33,,,,,,jest-cucumber tracer bullet (impl of #1250 option B). Added jest-cucumber dev-dep (runtime deps stay {}); tests/features/assemble-and-run.feature (2 scenarios) + tests/new/assemble-and-run.bdd.spec.js step defs driving real CLI via spawnSync; tests/features/README.md; test:bdd script. Gotcha: --ignore-scripts install left better-sqlite3 native binding unbuilt -> 16 unrelated failures; npm rebuild better-sqlite3 fixed it (node_modules not committed; npm ci builds it). Full suite green 1795.,BANANA,opus-4.8,lccjs
1121,1253,file-issue dedup guard — search open+closed issues before filing,DEV,45,15,7,38,8,2026-06-14T02:26:28-1000,2026-06-14T02:33:14-1000,,"scripts/file-issue.js (pure extractTerms/findDuplicates seams + CLI guard, exit 2 on likely dup unless --force, optional --create), file-issue.unit.spec.js (12 tests), package.json file-issue script, claude_workflow.md dedup-before-filing rule. Closes residual of #1134 facet 2. error self-audit: 1 row logged (#132 CLAIM_FAIL, npm arg-swallow on claim).",FIG,opus-4.8,lccjs
1122,1260,archive day-01..11 daily notebooks into stats/archive/,CHORE,15,4,2,13,2,2026-06-14T02:34:59-1000,2026-06-14T02:36:35-1000,,git mv 10 daily notebooks to stats/archive/; updated README file-table + example paths + added daily->weekly cadence note. No notebook content changed. Filed sibling #1261 (week-03).,apple,opus-4.8,lccjs
1123,1256,docs(gotchas): adding an npm dep inside a worktree — --ignore-scripts breaks native deps (better-sqlite3),WRITER,20,10,8,,,,,,"Documented the worktree --ignore-scripts/better-sqlite3 foot-gun: project-gotchas.md section 7 + a Do/Dont/Why cross-ref in do-this-not-that.md. Origin #1252, errors row 134.",BANANA,opus-4.8,lccjs
1124,1257,test(jest): BDD feature — explain-errors.feature (--explain CLI behavior),DEV,30,20,16,,,,,,"BDD feature explain-errors.feature (2nd in pilot, harness #1252). 3 scenarios driving real CLI via spawnSync, asserting STDERR: asm error (imm5) +--explain shows explain: block; without is terse; bad .e +--explain shows NOT_LCC_FORMAT (#1247). No new dep (resolved jest-cucumber from main node_modules via parent walk — no install, no --ignore-scripts). Full suite green 1810.",BANANA,opus-4.8,lccjs
1125,1243,execution-time/referents freshness contract for dependency-coupled grooming,DEV,45,30,14,31,16,2026-06-14T02:36:59-1000,2026-06-14T02:51:06-1000,,"Repro verified (#1005/#1100 closed while #1102 stayed OPEN). Repo-tracked: claude_workflow.md execution-time/referents rule beside the #1159 claim-time blockquote. Operative (out-of-band, per #1159 precedent): SKILL.md Step 2 defer-dependency-coupled-grooming + Step 5b execution-time referent stamp (the one sanctioned per-paragraph freshness exception). actual_min includes a mid-task human-authorization pause for the self-modification denial. error self-audit: 1 row logged (#136 TOOL_DENIED, SKILL.md self-mod, applied after user OK).",FIG,opus-4.8,lccjs
1126,1258,test(jest): BDD feature — linking.feature (multi-module link + run),DEV,35,25,21,,,,,,"BDD feature linking.feature (3rd in pilot, harness #1252). 2 scenarios via real CLI: lcc mod.a->mod.o, lcc a.o b.o->link.e, lcc link.e->run (cross-module symbol, out 42); undefined-external reports on stderr + no link.e. Probing caught that lcc exits 0 on linker error by intentional OG-LCC parity (lcc.js:166) — asserted message+absent-artifact, not exit code; nearly filed a spurious bug. No new dep. Full suite green 1812.",BANANA,opus-4.8,lccjs
1127,1261,create week-03 velocity analysis notebook (first weekly pass),DATA,45,15,15,30,0,2026-06-14T02:38:17-1000,2026-06-14T02:53:31-1000,,"Built week-03 from day-11 template: extended window to 06-14, added weekly rollup (wk1 3.57x->wk2 2.67x->wk3 2.00x), authored takeaways from fresh run. Headline: per-day drift now significant downward (rho=-0.662 p=0.010). actual_min includes ~7min redundant enrich.py wait before I killed it (notebook reads DB directly).",apple,opus-4.8,lccjs
1128,1259,test(jest): BDD feature — interactive-debug.feature (lcc -i stepping),DEV,45,30,26,,,,,,"BDD feature interactive-debug.feature (final in pilot, harness #1252). 2 scenarios driving lcc -i via spawnSync stdin (step+quit -> r0=0005; quit-only -> r0=0000). Flagged as trickiest but probing showed spawnSync drives it deterministically ~50ms exit 0 (no flake, no in-process fallback). Panel is ANSI-coloured -> strip escapes before asserting. No new dep. Full suite green 1814. Completes BDD batch off SPIKE #1249.",BANANA,opus-4.8,lccjs
1129,1262,accessibility/clarity pass on week-03 notebook (methods unchanged),DATA,45,20,7,38,13,2026-06-14T02:58:21-1000,2026-06-14T03:05:01-1000,,"Added TL;DR + how-to-read glossary, colorblind-safe palette (Okabe-Ito/cividis), §5 plain-English lead-in; corrected stale §2b read-out (carried day-11 flat verdict; week-03 drift is significant). Re-executed on current data (847->849, same-day accrual); proved methods unchanged (only setup code cell differs from baseline). Finding unchanged.",apple,opus-4.8,lccjs
1130,1265,REVIEW: apply issue-review-skill to #1238 (resetAssemblyState listingLoadPoint leak),REVIEW,15,7,6,,,2026-06-14T10:18:00-10:00,2026-06-14T10:21:18-10:00,,issue-review-skill readiness pass on #1238; verdict READY 14/15; verified the listingLoadPoint leak in src/core/assembler.js,FIG,opus-4.8,lccjs
1131,1263,REVIEW: apply issue-review-skill to #1224 (linker pure-seam design),REVIEW,30,6,6,24,0,2026-06-14T10:17:00-1000,2026-06-14T10:23:00-1000,,Reviewed #1224 via issue-review-skill; verdict READY 14/15. Verified all cited line numbers; found Have overstates the gap (parseObjectModuleBuffer seam already exists). Child of tracker #938.,DRAGONFRUIT,opus-4.8,lccjs
1132,1266,readiness re-review of #1102 (--explain LCC+ forwarding),PM,15,8,8,7,0,2026-06-14T10:15:30-1000,2026-06-14T10:23:32-1000,,issue-review-skill re-review; verdict NEEDS WORK 11/15; caught stale #1100 blocker (now CLOSED) + unpinned AC4 (#1232). Child of #938.,GRAPE,opus-4.8,lccjs
1133,1267,issue-review re-pass on #1077 (post-redline readiness + runtime fit),REVIEW,10,7,2,8,5,2026-06-14T10:22:24-1000,2026-06-14T10:24:54-1000,,"Re-review of #1077 building on DRAGONFRUIT (row 1099). Redlines reached READY 13/15 (was 11/15). Key finding: Hermes-only ticket, not executable by APPLE (Claude Code) — runtime blocker. Open item: Q6/#1235 sequencing. No change to #1077.",apple,opus-4.8,lccjs
1134,1264,REVIEW: apply issue-review-skill to #1237 (div/rem signedness parity bug),REVIEW,20,8,8,,,,,,"issue-review-skill on #1237 (div/rem signedness parity bug), child of tracker #938. Verdict READY 15/15: verified every code anchor against the tree (executeCase10 interpreter.js:1132; unsigned div :1204 / rem :1211; toSigned16 :1737; repro hex math checks out). Non-blocking suggestions: runnable repro program+lccrun cmd, line numbers, name the oracle-parity test home. No body change made; human to decide take/close/revise #1237.",ELDERBERRY,opus-4.8,lccjs
